,filename,job_desc
545,Senior Quantity Su_112502,"    Apply now Randstad are currently recruiting for a Quantity Surveyor for a regional contractor in Maidenhead this client has seen growth in recent months and is seeking to grow their team due to new contracts being secured The client is responsible for delivering refurbishment  new build projects and range in values between   500k    3 Million the work load is located across Thames Valley and West London Our client has work in the following sectors CommercialLeisurePharmaceuticalRetail Benefits Competitive SalaryPensionCompany Car or Car allowancePrivate Health Care Contact Details This will be a two stage interview if you would like further information regarding this position please contact James Mitchell on or alternatively please submit your CV and register your interest Randstad CPE values diversity and promotes equality No terminology in this advert is intended to discriminate against any of the protected characteristics that fall under the Equality Act 2010 We encourage and welcome applications from all sections of society and are more than happy to discuss reasonable adjustments andor additional arrangements as required to support your application Candidates must be eligible to live and work in the UK For the purposes of the Conduct Regulations 2003 when advertising permanent vacancies we are acting as an Employment Agency and when advertising temporarycontract vacancies we are acting as an Employment Business 
"
546,Graduate Trainee O_102210,"    Apply now We are currently working with a rapidly growing Insurance Broking Group who have a strong reputation within the construction insurance arena who now seek GraduatesTrainees to join their academy and offer excellent bonuses benefits and career prospects They are located in Bedford and offer a great working location with free parkingThe offices are modern and innovative and provide the perfect platform for people to thrive and develop They launched their own academy in October 2015 to enable them to bring in high quality graduates to train them into Commercial Insurance broking professionals They are a growth orientated company that can offer genuine progression and development for bright and ambitious graduates For them experience is not everything You will be an enthusiastic selfstarter who is keen to learn and develop quickly You may begin your career with the business in their dedicated Admin or Accounts teams but the fluidity and flexibility of the Academy ensures that should you show the competence drive and commitment to a career with them then there is no obstacle to movement to the Sales Support and Renewals teams and ultimately to your graduation as a qualified specialist construction insurance consultant They are all about growing for their future You will be sponsored to achieve a certificate in Insurance through the Chartered Insurance Institute As this broker understands the benefit of developing ambitious and motivated people and it is their hope that the Academy will produce the future leaders of the company They provide one of the best benefits packages in the business including the unique future opportunity to earn from your own renewals book which comes with huge earning potential and longterm opportunity They also have highly competitive individual and companywide bonus schemes monthly sales awards and numerous other incentives and corporate events that team members can enjoy Working hours are 900am500pm Monday to Friday The starting salary is   1600018000 with this rising with every progression you make with the business plus bonuses and excellent benefits If you would like to discuss these roles in more detail please contact Kieran Boyle at CKB Recruitment 
"
547,Administrative Ass_150320,"         We are currently looking for a professional individual to join one of our family of companies   Weichert Financial Services   The qualified candidate will work out of our  Morris Plains NJ office  The Administrative Assistant will perform the following tasks               Prepare and modify documents including correspondence reports drafts memos and presentations         Answer inbound calls and take messages        Greet visitors and clients        General clerical duties including but not limited to photo copying faxing emailing imaging and sorting of mail         Coordinate work flow assignments and update systems         Coordinate critical dates and system data when necessary        Prepare and complete biweekly payroll for ProcessingAdministrative Services Team                PLEASE DO NOT CONTACT THE OFFICE WITH INQUIRIES ALL QUESTIONS CAN BE ANSWERED BY RESPONDING TO THIS POST WITH YOUR RESUME                      
"
548,SAP Plant Maintena_24506,"   Reasons to apply for this position in order to work for one of the top 10 company of Fortune 500The  Companys extraordinary heritage Their leading brands and the global scale of what they doThe challenge of meaningful work  their unique global system offers constant opportunities to develop worldclass skills and a truly international careerA unique culture where people convert their passion into actionThe kind of competitive compensation you would expect from a world leader  SAP Data Analyst  SAP   Data Analyst Production Execution andor Plant Maintenance to support the  SAP MDM TeamThe positions will be responsible for responding to and acting on requests for master data maintenance within the PEPM domain Analysts will also be responsible for performing activities to support data governance for MDM  Candidates will need to have experience with SAP Production Execution andor Plant Maintenance data and exhibit high attention to detail Knowledge of data quality and profiling tools is key  Preferred qualifications include experience with mass load tools and technologies such as LSMW or Winshuttle and Excel  Job RequirementsProduction Execution andor Plant Maintenance Experience required  Data enablement support for deploymentsPrepare data load files and complete uploads for ECC and other auxiliary systems in a highly dynamic and fast paced environmentShould be fluent with MS EXCELNeed some experience to work with SAPBODS transformation and Load processes   no development experience     only executionManage Day to day Data requests from Bottlers Initial  Review  Enrich  Approve  Load processesMS ACCESS Winshuttle and other load runner experience a plusProvide Daily status reports of the work activity to Project managersManage Governance  ComplianceGenerate and Distribute Data Compliance reports
"
549,Staff Accountant_136169,"   The Mergis Group a Randstad Company the professional division of the worlds second largest staffing firm has partnered with a local health care company to source a staff accountant for a dynamic and growing team This is a contract to hire opportunity with great growth potential     Description  Assist in performing month end close maintaining the general ledger and posting journal entries  Prepare and analyze account reconciliations  Analyze corporate expenses perform accounting for purchases and expenses  Maintain the fixed asset and associated depreciation schedules  Process Accounts Payable and assist with invoicing  Perform other accounting financial and administrative tasks as assigned other ad hoc duties as assigned   
"
550,Opportunity for We_58589,"   Job Description    Send me Jobs like this Greeting from IKYA This is Kajal    from IKYA global  An Quess corp Company  I have an excellent opportunity with CMM Level 5 company for Websphere Admin   on 28th May 2016 Saturday at Noida   Location Guys who are willing to take up a challenging task  explore opportunities and who can work as individual contributor Dont miss this opportunity Payroll Permanent with client CMM Level 5 Experience required 512 years L2  Relevant experience  minimum 4 years L3  Relevant experience  minimum 6 years Skill Websphere Admin Interview Date 28th May 2016 Saturday Interview Location Noida Joining Location Chennai Noida Job Description  3 years of working experience in application environments and has handson the below mentioned technologies Middleware  MI Technologies IBM WebSphere MQ BizTalk IBM Sterling MFT Managed File Transfer Databases SQL Server Oracle Sybase DB2 etc Expertise on ApacheTomcatiPlanet Experience in Release  Build management activities Proactive Management of application estates and working on managing Availability performance and capacity of the underlying systems Interested candidates can send me your updated profile along with the following details to KajalSingh ikyaglobalcom Skill applied for Current company Total exp Relevant exp CTC Expected CTC Notice period For queries kindly reach me at 9144 6662 3051 Wishing you all the best Thanks  Regards Kajal Singh Senior Consultant IKYA global SalaryINR 500000  1400000 PA Industry ITHardware  Networking Functional Area IT Software  Application Programming  Maintenance Role CategoryProgramming  Design RoleTeam LeadTechnical Lead Desired Candidate Profile Education UG Any Graduate  Any Specialization PGAny Postgraduate  Any Specialization Post Graduation Not Required DoctorateAny Doctorate  Any Specialization Doctorate Not Required Please refer to the Job description above Company Profile Ikya Human Capital Solutions Pvt Ltd Top Infra Company Download PPT Photo 1    View Contact Details
"
551,Administrator_86559,"    Apply on employers website Branch Administrator  PayrollAre you an organised individual who enjoys a fast paced work environment Do you have attention to detail and love a challenge If so we at Allied Health Care would love to hear from youAn opportunity has arisen at our branch in Prescott Street Central London for an administrator with a payroll focus   The Ideal Candidate will have previous administration experience excellent IT skills a basic understanding of financial awareness and experience is using Microsoft Office applications having a good understanding of the Social Care Sector is advantageousThe main duties will be Processing of timesheets on a weekly basis ensuring carers send them in on time and chasing up any late timesheets dealing with queries arising from payroll Ensuring that the system is tidied up on a weekly basis Dealing with invoice queries raised by credit control and social services and dealing with in a timely and efficient manner to ensure the business is not losing money that can otherwise be recuperated Good knowledge of or the ability to pick up easily the CM2000 database being able to monitor ECM in real time whilst multitasking To ensure that the service provided by our care workers is safe thorough and meets the needs of the client and to highlight any issues or cause for concern to managers Good knowledge of Microsoft software especially Excel as weekly reports will need to be produced to monitor compliance and the initiative to highlight where problems are and how they might be resolved in order to optimise compliance The ability to build a good rapport with different people over different divisions of the business  schedulers managers social services clients NOK Need to be able to communicate effectively with people so a good telephone manner is essential Need to be proactive and able to multitaskTo become part of one of the leading domiciliary care providers in the UK apply today please call Jared Hill on   Allied Healthcare is committed to safeguarding and promoting the welfare of children adults and young people and expects all staff to share this commitment We are an equal opportunities employer and regulated by CQC 
"
552,Restaurant General_54898,"   As a Restaurant Manager you will achieve sales growth and maintain company standards of excellence for your assigned shift by managing the flow of food service activity assigning tasks overseeing cash control and focusing on providing the highest quality food and the best customer service possible You will also play a key role in training your crew under the direction of managementJob ResponsibilitiesYour specific duties in the position will includeOverseeing operations for your location and maintaining the highest standards in quality service and cleanliness with a constant focus on profitabilityInterviewing and hiring adequate staff to operate the restaurant based on company standards and in compliance with state and federal regulationsScheduling sufficient staff to cover operations and to accommodate guest flowTraining and developing crew under the direction of the GMMaintaining a cooperative and harmonious working relationship between management team and your crewProviding coaching counseling and discipline as warrantedConducting crew and management team meetings as needed to discuss such matters as operation procedurespromotions safety security and trainingHandling HR issues as they arise including disciplinary writeupsConducting crew meetings prior to shift as needed to discuss operations procedures and promotionsMaintaining an adequate supply of products and items necessary to maintain smooth operationsConducting weekly and monthend inventoriesControlling payroll to meet company labor cost standardsControlling inventory to meet company GAP standardsSupporting management team and General Manager in their operational decisionsMaintaining reports and records based on company standards and in full compliance with state and federal regulationsMaintaining building and equipment via proper operating cleaning and preventive maintenance proceduresAssuming responsibility for cash for all shifts including bank deposits and ensuring that all cash procedures are properly adhered toMaintaining professional appearance and demeanor at all timesEnsuring that all sanitation safety and security policies and procedures are observed as well as enforcedConsistently exhibiting the actions and behaviors that best demonstrate BoddieNoell Enterprises    Vision and ValuesPerforming other tasks as directed by the GM or District ManagerJob RequirementsAs a Restaurant Manager you must display excellent interpersonal and leadership skills and the ability to communicate effectively at all levels of the organization You must also be customerdriven and able to make quick and effective decisions under pressure while delegating tasks appropriately It is also important that you take an entrepreneurial sense of ownership in your career development and in the company   s success Specific qualifications for the Restaurant Manager position includeMinimum 2 years of experience at an assistant manager levelPrevious quick service experience a plusValid driver   s license good driving record reliable and insured transportationMinimum 18 years of ageStrong conflictresolution skillsExcellent organizational multitasking and prioritization skillsAvailable to work all shifts and weekends
"
553,Medical Representa_4408,"   Pharmaceutical company ABBOTT Laboratories is  announcing a vacancy for the position of Medical Representative in  Armenia The incumbent will make facetoface visits to medical  institutions with scientificmedical information for promotion of  pharmaceutical preparations on daily basis
"
554,Project Manager_124880,"    Responsibilities  Rock Star Project Managers are needed for a Kforce client in San Francisco California This PM must have running shoes on and be ready to do whatever it takes to get the job done Love a fast paced and ever changing project environment is essential You must be customercentric with the ability to think from a business unit  department perspective and quickly pull back to strategize enterprisewide Candidates must have large company 5k employees experience n nThese positions need to be filled ASAP and will be on the Health Reform Implementation Team There is a potential for permconversion to employee status after 12 months n nSpecific Functions n  Act as the single point of accountability to plan direct and coordinate complex projects  n Ensure that goals and objectives are accomplished with high quality within established time frames and budget  n Meet customer andor business needs with focus on delivery of new or existing internal  external capabilities andor products  n  n nKforce NasdaqKFRC is a professional staffing and solutions firm providing flexible and permanent staffing solutions in the skill areas of technology finance  accounting clinical research and healthcare Backed by approximately our associates and consultants on assignment Kforce is committed to Great People  Great Results for our valued clients and candidates Kforce operates with 65 offices located throughout the United States and two offices in the Philippines n nJob Ref 2312WQG1139195T199
"
555,Receptionist_133658,"    LifeSouth is currently seeking an experienced and professional  Receptionist  to join our team based in  Ocala FL  In this role you will be the first point of contact for all customers and donors providing high level customer service and extensive administrative support to the team       To be successful in this position you must possess              Outstanding time management and organizational skills      Excellent written and oral communication skills coupled with strong attention to detail      Ability to multitask and prioritize effectively resourcefulness and flexibility to adapt easily to a challenging and busy environment      A constant positive and teamfocused attitude coupled with high energy and initiative      Willingness to learn and ability to operate with a high degree of independence in a fastpaced environment      Proactive diplomatic and enthusiastic work ethics         As a Receptionist your responsibilities will include but are not limited to              Receiving and handling of telephone inquiries and visitors to the appropriate staff members within the facility      Collect demographic information from people who wish to be blood donors and enter data into the computer system according to approved guidelines print Single Donation Records SDRs and log donation information on Donor Registers      Review donor record status reports and resolve registration discrepancies according to established guidelines      Provide the highest level of customer service towards internal and external customers    
"
556,Associate Quality_75342,"   Job Description    Send me Jobs like this Duties  Accountabilities p Identify test cases that are suitable for build  execution Working from product documentation as well as through collaboration with staff in different geographic locations create and maintain test cases and scripts to required quality levels Liaise with QA team to plan and prioritise tasks in a timely and transparent manner Execute manual system tests and identify those that can be automated for regression purposes Maintain all test artefacts in the HP ALM  Quality Centre repository Liaise with development and the business to ensure deadlines are met Support releases with post release testing p Business Competencies p University graduate or equivalent of a computer science or information systems degree Demonstrable system regression testing experience ideally in a financial environment Good understanding of software systems and development Experience working with Vmodel and RAD agile development lifecycle methodologies Strong analytical and problem solving skills ISEB  ISTQB Certification p Personal Competencies p Proactive and able to work independently with minimal supervision High standard of written work Strong analytical skills are essential Able to work independently with minimal supervision Display energy drive and stamina Open minded flexible and willing to adapt to changing situations Focused on delivery Must be an excellent communicator both written and verbally Must be able to work in a team environment p p Salary Not Disclosed by Recruiter Industry ITSoftware  Software Services Functional Area IT Software  QA  Testing Role CategoryProgramming  Design RoleTesting Engineer Keyskills documentation test cases computer science regression testing life cycle alm proactive cds strong analytical skills quality assurance analyst Desired Candidate Profile Education UG BTechBE PGPost Graduation Not Required DoctorateAny Doctorate  Any Specialization Doctorate Not Required Please refer to the Job description above Company Profile Markit India Services Pvt Ltd Website httpwwwmarkitcom Industry Technology IT Telecom Dot Com etc Software Consulting Software Services Companies Company Turnover 100  500 Crores Company Size 1001  5000 Employees Download PPT Photo 1    View Contact Details
"
557,Urgent Opening for_58528,"   Job Description    Send me Jobs like this years of Experience 47 yrs Candidate must be available for a F2F interview on Saturday 9th April Requirement Technical Experience of using the Informatica PowerCentre tool set min 2 yr Experience of Source Control Tools such as ClearCase Experience of using job scheduling tools such as ControlM Experience in UNIX scripting Strong SQL or Stored Procedure experience with a minimum of 2 years experience Experience in Data Warehouse Datamart and ODS concepts Knowledge of data normalisationOLAP and Oracle performance optimisation techniques 2  yr Experience of either Oracle or SQL Server and its utilities coupled with experience of UNIXWindows Functional 3 years experience of working within either Investment Management Wealth Management or Investment Banking organisations and broad base business process application and technology architecture experience Experience with data distribution and access concepts with ability to utilise these concepts in realising a proper physical model from a conceptual one Business facing and ability to work alongside data stewards in systems and the business Strong interpersonal communication and client facing skills Ability to work closely with cross functional teams Salary Not Disclosed by Recruiter Industry ITSoftware  Software Services Functional Area Marketing  Advertising  MR  PR  Media Planning Role CategoryMarketing RoleDirect Marketing Executive Desired Candidate Profile Education UG Any Graduate  Any Specialization PGAny Postgraduate  Any Specialization DoctorateAny Doctorate  Any Specialization Doctorate Not Required Please refer to the Job description above Company Profile GI Staffing Services Pvt Ltd GI Staffing Services Pvt Ltd Download PPT Photo 1    View Contact Details
"
558,Sr System Administ_35301,"     No C2C possible  do not contact for C2CPosition                                         Sr System AdministratorCompany                                     Major Healthcare SystemStart Date                                ASAPEnd Date                                    3 Months December 30th  renewal likelyLocation                                      Sunset Hills St Louis MO AreaTerms                                               W2 Contract healthcare availableKey SkillsWise Package StudioFlexera Installshield Admin StudioRayPack with MSI MST and EXEAppV Sequencer 4x and 5xNative AppV infrastructureAppV Management ConsoleWindows 7 81 10 x64  architecture experience mandatorySCCM 2012  Adding packagesapplicationsCreating CollectionsCreating DeploymentsScripting  RequirementsVB Scripting mandatoryPowerShell bonus
"
559,Material Handler J_44401,"   Get to know us At Randstad were always looking for great people Our customers rely on us to deliver them talented workers for a wide variety of positions If youre looking for work or looking to change jobs come to our office and meet with our team Exciting new opportunities with several manufacturinglogistics facilities in West AtlantaJob Duties to includeat least 6 months recent warehouse experience within the last yearability to perform physical demands of fast paced production environmentknowledge of machine operations pickpack forklift and material handlingflexibility to work different shifts and overtime as requiredWorking hours All ShiftsSkillsPlease submit a resume to be consideredall positions will require background and drug testingPositions will pay between 940 and 11Randstad is a world leader in matching great people with great companies Our experienced agents will listen carefully to your employment needs and then work diligently to match your skills and qualifications to the right job and company Whether youre looking for temporary temporarytopermanent or permanent opportunities no one works harder for you than Randstad EEO Employer Race Religion Color National Origin Citizenship Sex Age Disability Ancestry Veteran Status Genetic Information Service in the Uniformed Services or any other classification protected by law
"
560,Senior Pensions Sp_84133,"    Apply now Our client a leading international Pension Solutions firm in Bristol are looking for a highly credible Pensions Specialist to carry out administrative duties related to Annual Renewal and Pensions Increases Your duties will include Accurately calculate and pay out benefits for members of the pension schemesAccurately undertake and check maximum benefit calculationsUndertake analysis on new pension projects and undertake ad hoc reportingAssist in administrator staff training and to answer administrator questions Successful candidates will have excellent team work skills and commercial awareness You will have good attention to detail be highly technical and possess strong excel skills Ideally you will be familiar with payroll processes and experience of dealing with Defined BenefitContribution pensions schemes is a must This is an excellent opportunity for a pensions administrator to further their career and learn new skills 
"
561,Senior Accountant_149191,"    Since 1970 Lucas Groupaposs executive recruiters have paired exceptional Accounting  Finance talent with topnotch clients From Fortune 500 firms needing a CFO to startup companies needing their first Controller Lucas Group Accounting  Finance recruiters continuously place outstanding candidates     Retainer Contingency Temporary and project staffing Consulting We understand there are different methods of business Because Lucas Group Accounting  Finance recruiters work a local market we are able to cultivate relationships with the most talented candidates  no matter what your search need With offices across the United States as well locations in Europe we are also able to serve our clients internationally     A leading company is looking to hire a very professional and highly organized Senior Accountant in Long Island New York     Role  As a Senior Accountant with you must be able to effectively prioritize multiple assignments simultaneously in a deadline driven environment The ideal Senior Accountant is detailoriented ambitious for career advancement and has great growth potential You must be a leader who makes sound decisions with good judgment and applies strong analytical skills to understand complex concepts and procedures Candidate must possess exceptional verbal written and interpersonnel skills Have the aptitude to be a quick learner and the ability to work independently when needed This position reports to the Supervisor of Financial Reporting    Responsibilities     Perform timely completion of monthly   quarterly and annual closing activities GL entries and preparing financial   statements    Maintain integrity of balance sheet   accounts through review of account activity and balances for accuracy and   reasonableness and prepare adequate supporting audit schedules    Establish and maintain effective and   harmonious working relationships with other employees and areas supported    Assist with both internal and external   reporting requirements ensuring compliance with internal controls and   financial company policy compliancegovernance    Complete daily cash report for   Management establish an effective relationship with bank personnel to   coordinate and resolve various banking issues and identify enhancements to   online services    Able to identify process improvement   opportunities for processes and reporting    Contribute to department and organization   special projects as assigned      Requirements     Bachelor   s degree in Accounting required    MBA andor CPA a plus    Minimum of three years   professional experience required    Publicprivate mix a plus    Experience with a larger corporate   environment a plus    Extremely proficient in Excel pivot   tables and macros    Oracle experience a plus     Please send resumes to  NewYorkAFlucasgroupcom    
"
562,Java Developer_145321,"    Job Classification   Direct Hire  n nOur client in Uptown Charlotte is looking for a Java Developer for a full time position  nThis is a great opportunity for a developer to work alongside and be mentored by some of the most Sr Developers here in Charlotte This is also a true development position where you are not boggled down with the stress and pressures of other activities outside of developmentnntttttt   nttttttJoin TEKsystems     and get your career on the fast track As the leading technology staffing and services firm we are passionate about deploying highcaliber IT and communications expertise To satisfy our constant need for expertise we actively seek talented Technical Professionals with all levels of information technology and communications skills TEKsystems knows that every professional has different needs so well work together to determine a suitable benefits package We offer options to our Technical Professionals that could include a health plan 401k provisions for vacation and holiday pay and technical and professional training With a foundation as the nations largest IT staffing firm weve become a billiondollar services company by blending superior client service with an unrivaled ability to source and manage talent to precise specifications resulting in successful technology executions Allegis Group and its subsidiaries are equal opportunity employers MFDV
"
563,Class A CDL Driver_53796,"   5000 Sign On Bonus ForSolo Company Drivers  OwnerOperatorsper solo company drivers  owner operators paid out over 1 year10000 SIGNON BONUS FOR TEAMSper team paid out over 1 yearImagine Yourself in the Drivers SeatCryogenic Transportation a highway subsidiary of the Kenan Advantage Group is now seeking Class A CDL Drivers out of Providence RIWe know tank truck drivers are an elite group of professionals The KAG companies believe that safe qualified drivers are the most important part of our overall team operationOur team of dedicated employees and drivers are led by experienced professionals who have been in the industrial gas industry for many years We are committed to meeting the shipping needs of our customers every mile of the way With Cryogenic Transportation youre moving your trucking career in the right directionCome join our great family of drivers and thriveCompany DriversLocal and OTR positions Flexible home time Competitive pay Excellent benefits including Medical Dental and Vision plans Paid vacations and holidays 401K with company match Paid training on safe driving and product handling Driver referral incentive pay And so much moreOwnerOperatorsRegional and OTR positions Flexible home time Competitive pay mileage contracts Health insurance plans available Loading and unloading pay Peak demand pay 100 of Fuel Surcharge paid to OwnerOperator Excellent plans to purchase base plates Bobtail and OccAcc insurance available Leasepurchase programs Discounted fuel Prepass and EZ Pass provided No forced dispatch Paid training on safe driving and product handling Paid Weekly Driver referral incentive payIndependent contractors referring their own lease drivers are not eligible for referral payments And so much moreTeams10000 Sign On Bonuscall for details Regional and OTR positions Industry leading pay Paid orientation and training And so much moreDrive and Thrive  Professional Driving that Fits Your Life We hope your driving career continues to be a long and a safe one As you make decisions about your driving career consider professional driving that fits your life with Cryogenic TransportationWe require Class A CDL with 2 years recent verifiable tractortrailer experience Tank and Hazmat endorsements or ability to obtain TWIC  Transportation Worker Identification Credential or ability to obtain and a safe driving recordCall 8008714581 for more information or apply nowKenan Advantage Group is North Americas largest bulk transportation and logistics provider to the petroleum merchant gases cryogenics asphalthot products crude propane water food grade chemicals and specialty products industriesKenan Advantage Group is an Equal Opportunity Employer
"
564,Financial Analyst_124897,"    Responsibilities  A Financial Analyst is needed for established St Louis Missouri Company Responsibilities will be to assist in all budgeting forecasting and costing for various entities This is an excellent opportunity for executive leadership exposure and an opportunity for advancement n nJob Ref 2312EQG1139500P199
"
565,Brand Manager_11128,"   The Brand Manager at Nushikyan Association will plan  and execute  daytoday activities aliened with product marketing and  planning strategies
"
566,Customer Relations_57312,"   Job Description    Send me Jobs like this Providing help and advice to customers using your organizations products or services communicating courteously with customers by telephone email letter and face to facehandling customer complaints or any major incidents etc SalaryINR 60000  250000 PA Industry ITSoftware  Software Services Functional Area ITES  BPO  KPO  LPO  Customer Service  Operations Role CategoryVoice RoleAssociateSenior Associate Technical Keyskills CRM Customer Relationship Relationship Management client servicing Desired Candidate Profile Please refer to the Job description above Education UG Any Graduate  Any Specialization PGAny Postgraduate Company Profile InstaCar Technologies Pvt Ltd We are a fastgrowing taxi rental marketplace with one dream making each road trip happy Attempting to fill the gap of getting outstation taxis across India Download PPT Photo 1    View Contact Details
"
567,Practice Nurse_108998,"    Apply now Job Title Locum Practice Nurse Location Lincolnshire Hours 37 hours per week SalaryPay Rate   22 per hour Practice Nurse Band 5  Essential Requirements Must be Registered Nurse A Level 1 nurse with the NMC hold a valid in date Personal Identification Number PIN and not subject to any restrictions of practice Must hold current valid personal medical indemnity insuranceHave a minimum of one year   s post registration current experience in a Band 5 or higher grade in a Primary Healthcare PHC setting within the last three yearsMust hold certificates of trainingqualificationupdate or be able to provide proof of clinical competency from a previous employer or Line Manager who is a current and practicing GMC or NMC Registrant either of which must be obtained within the last three years inImmunisation and Vaccination including children if engaged within a families practiceVenepuncture Practice Nurse Band 5  Benefits MMP offer an attractive package for candidates which may include some or all of the following Attractive rates of pay with weekly payments and choice of payment modelGenerous Refer a Friend bonus schemeFlexibility of long and short term assignments to suit your availabilityContribution towards your continued professional development CPD if applicableUniforms provided if requiredFree DBS disclosures Disclosure Scotland or Access NI as applicableFree blood tests and fitness to work certificates if requiredFree mandatory training Practice Nurse Band 5  About the Role Military Medical Personnel MMP is a specialist recruitment consultancy dedicated exclusively to providing locum civilian medical dental and healthcare professionals to the Ministry of Defence We are a contracted supplier to the MOD and have locum vacancies on military bases throughout the UK and occasionally overseas locations As an MMP locum you will be working alongside military personnel on Army Royal Navy and Royal Air Force bases to deliver an exceptional standard of care for service personnel andtheir families at some locations You will be part of a multidisciplinary team working within well equipped medical centres dental centres or rehabilitation units where you will be valued as part of the Defence Medical Services team MMP take pride in providing our candidates with a personal and professional service to ensure that each of your assignments is right for you so that you can enjoy a new challenge in an interesting and rewarding environment You will deal with one committed and knowledgeable Consultant who will be able to support you through the whole process from application to enjoying your new role If you are interested in a new challenge in an interesting and rewarding environment please get in touch with a member of our Nursing Team and they will be happy to discuss our current opportunities and provide a bit more detail on our service 
"
568,DevOps Engineer S_31574,"   Skyrocket Ventures is a recruiting firm for hundreds of high growth technology companies that range from industry leaders to toptier startups   This opportunity is with one of our clients for a fulltime permanent hire   Please only apply if you are authorized to work in the US Please note that even if this job is not a perfect match we encourage you to apply as long as it is in the ballpark Our clients are often interested in candidates who may be more jr or sr than the description indicates or may be missing some of the requirements as long as the most important qualifications are there and the candidate is good in general If you have any friends or colleagues who may be interested in career advancement in the technology industry please introduce them to us If we place someone referred by you well thank you with a significant referral reward The majority of jobs we are recruiting for are not posted online so if this job does not fit you but you would like to know which jobs would be the best fit for you please get in touch with us   We can then do a more customized search for you Thank you Matthew Strassberg Recruiting Director Skyrocket Ventures Feel free to check out testimonials from some of our many candidatesclients here httpwwwlinkedincominmstrassberg    DevOps Engineer  Site Reliability Engineer up to 160kSan Francisco CA  This company is a consumer web startup located in San Francisco with millions of users and rapid growth   The company is growing its size number of customers and technologies used The product is hosted on Amazon Web Services EC2 and the server stack includes Python PostgreSQL Redis and HAProxy  Job responsibilities Working with deployment toolsprocesses performance testing and tuning configuration management security capacity planning logging systems DBA  sysadmin duties test environments technical operations strategyprocesses Responding to and resolving issues we encounter   Implementing monitoring and alerting to shorten the mean time to response and recovery Proactively reducing risk and making our systems easier to manage Learning from and addressing root causes to avoid similar issues in the future Communicating with stakeholders informing them of incidents impact and your recommended actionsRequirements Experience in this role at a high traffic website or platform Solid communication  interpersonal skills Intellectual curiosity humility and desire to learn Proficiency in scripting Understanding of the web stack including frontend application layer caching and databases Experience reducing meant time to recovery MTTR using monitoring  alerting tools and techniques Experience with CDNs configuration management and load balancers  Nice to have Startup experience AWS experience Computer Science Degree or equivalent Python experience
"
569,Customer Care Spec_15187,"   Seven Smarts Yerevan branch is looking for Customer  Care Specialists with excellent knowledge of the English language  Candidates should be able to speak with US customers understand their  needs provide basic consultation on the companys 2 products and write  down tasks for the development team This is a night shift position and  the working hours will be from 6 pm till 3 am with a onehour break  The company will provide transportation after working hours
"
570,PPC Account Manage_102819,"    Apply now  Full service digital agency   2835k Richmond Greater London Must have 2 years    agency experience We   re looking for an experienced PPC Manager to join a very busy team and produce results driven campaigns for a portfolio of clients that vary from Northern Rail to Insight Investment and CLIC Sargent The Company This is a 40 strong digitallyled marketing agency focused on creating positive connections to deliver measurable results and ROI We   re all about performance We drive profitable sales by understanding consumers With our three I   s approach we help clients make use of what we learn about their customers to create personal effective and compelling messages and campaigns The Role The main responsibility of the PPC Manager is to create develop and implement successful paid advertising strategies for our clients  Define and implement large scale PPC and shopping campaigns across Google and Bing as well as other platforms Manage PPC and Paid Media campaigns across all social and retargeting networks Implement AB and multivariate testing to continuously improve ROI and performance Analyse and report on all PPC campaigns for all clients using Google AdWords and Google Analytics Optimise all PPC activity and keep up to date with the latest developments and trends across PPC and Paid Media The Person  At least 2 years    experience leading and developing PPC campaigns in an agency environment Google Advertising Professional GAP Qualified Experience in independently managing multiple client campaigns over a variety of search engines Solid understanding of paid search best practice and working knowledge andor strong interest in other mediachannels specifically SEO and Social Media Strong analytical skills with ability to process and interpret large amounts of complex data Location Richmond Greater London Next Step If this sounds like you get in touch Contact Tom at GoodEgg digital today Good luck 
"
571,Technical Project_51072,"   Technical Project Manager  NO H1B CC5734145Philadelphia PA 6 Month Contract    NO THIRD PARTY SUBCONTRACTORS DO NOT SUBMIT ANY RESUMES THAT CANNOT WORK AS OUR W2 EMPLOYEEAgain NO third party subcontractors DO NOT submit any resumes that cannot work as our W2 employee  Skills                   Experience with managing Endpoint teams and leading large scale Operating System deployments                     Someone with long experience in functional endpoint management or technical project management capable of running technical activities on this scale                   10 years Endpoint IT ExperienceDuties                   Engineering resource to augment existing desktop engineering team and lead the technical portion of Cignas Windows 10 program                   Provides engineering leadership and management of technical resources on a large scale program Engineering team resources are responsible for all aspects of the workstation and assist in supporting any processes or technologies which interact with the workstaion directly or indirectly                   Provides oversight on design engineering and development of information technology solutions                   Responsible for the most complex multisite multi domain activities and integration                   Manages the troubleshooting and resolution of infrastructure compatibility issues based on system architecture project requirements customer expectations                   Partners with IT leadership on engineering related issues and strategies                   May manage infrastructure engineers on a project basis    
"
572,Mathematics Teache_13962,"   RSM International is looking to hire people for the  position of Mathematics Teacher for its branch in Yerevan Candidates who  do not have official scores GRE GMAT TOEFL etc would need to  complete a test in both Math and English Once hired Mathematics Teachers  will be working on the curriculum with the US branches and teaching  online classes from Yerevan Mathematics Teachers must also be willing to  transfer to the United States upon working in Yerevan for minimum a year  if necessary
"
