Type,filename,details
"
JD,Staff Accountant_146448,"   This is a Staff Accountant position working for a mid size Government Contractor in the Northern Virginia areanbspThis position will be responsible for setting up projects workforce billing T amp M projects CPFF and Fixed Price Contracts for Federal State and Local Agencies as well as private sector clientsnbspIdeal candidates willnbsphave experience in AP setting up vendors entering AP Vouchers paying Vendors running 1099rsquos and using the Expense Module    
"
JD,UI Tester_22557,"   JDUI testing experienceNeed some SAP exposure as well  Angular Js 140 developerExpertise in modern responsive web UI development using MVC frameworks like AngularJS  Thanks  RegardsSandeep Payal SamTalent AcquisitionZentek Infosoft Inc14200 Midway Rd   Suite 121 Dallas TX 75244Email samzentekinfosoftcom
"
JD,Chief Financial Of_14157,"   The Chief Financial Officer CFO is a key member of  BetConstruct leadership team and is responsible for the companys  financial and risk management operations to include the development of  financial and operational strategies in accordance with the strategic  vision the establishment of metrics tied to these critical strategies  and the ongoing development and monitoring of control systems designed to  preserve shareholder value and report accurate financial results
"
JD,Financial Analyst_127078,"     Department Overview     The Investments and Cash Management Department oversees the handling of financial transactions and reporting for the companys cash and investment activity This involves generating payment checks maintaining all bank accounts monitoring and providing for daily cash requirements and investing excess cash balances This department ensures that the company earns the highest returns possible while maintaining all financial obligations      nbsp    General Responsibilities     The Corporate Development Team is responsible for the coordination documentation and evaluation of alternative revenue diversification strategies for the Corporation The Financial Analyst will support the Team   s effort through research and market intelligence cataloging and evaluation of strategic growth opportunities financial analysis and due diligence   The Financial Analyst will develop internal relationships with business area leaders and external evaluation experts     investment banks and venture capital firms     to support sourcing of new strategic growth prospects  
"
JD,Payroll Specialist_41917,"       Payroll Specialist Job West Chester OH  An organization located in the West Chester OH area is looking to add a Payroll Specialist to their team If you are currently looking for a new Payroll Specialist job opportunity and have 3 or more years of high volume payroll processing experience please apply today  The Payroll Specialist Job Benefits and Compensation Information This position is an hourly paid temptohire opportunity located in Cincinnati OH Our client provides a great work environment with an excellent worklife balance They are experiencing significant growth with future internal advancement opportunities Comprehensive medical benefits will be offered including medical dental and vision   Payroll Specialist Job duties include Process weekly payroll for 500 employees both salary and hourly exempt and nonexempt  Manage all benefit plan administration including employee eligibility Processes all bonus adjustments statelocal tax returns and garnishments  Calculate hours for union pension and legal benefits Audit payroll register to ensure payroll is accurate andor needed changes have been made  Maintain sickpersonal leave reporting for nonexempt employees Answer and assist with any payroll related questions in a timely manner Ensure onboarding documentation is in compliance with company policies and procedures Assist with additional ad hoc projects as outlined by the Payroll Manager  Requirements for the Payroll Specialist Job At least 3 years of previous payroll experience Intermediate knowledge of MS Excel Exceptional attention to detail Must have the ability to be both a team player as well as a leader Must be punctual and have consistent attendance  ADP and Kronos experience is a plus but not required  If you are interested in the above Payroll Specialist Job located in the West Chester OH please apply by submitting your resume to christopherrileyaccountingprincipalscom or go to wwwaccountingprincipalscom       
"
JD,RN Resident Care M_41469,"   What makes us different Our People Our Pride Our Passion   If you are wanting to make a difference in the lives of residents and grow your nursing career LaCrosse Health  Rehabilitation center in Coeur dAlene is for YOU   Look no further and apply today at our 99 bed center   Our nurse leadership team instills a fun welcoming environment which has allowed for longevity and success amongst our nursing team Visit our website to learn more about these great opportunities and have the potential to be working at our Award winning center soon httplacrosseskillednursingcom In order to attract and retain our top notch staff we offerFREE  Medical Insurance  during introductory period for FT Licensed Nurses and all nonunion positionsPAY BY EXPERIENCEMedical Dental Vision single coverage insurance UNDER 115monthOver 1 week vacation eligible after only 90 days PLUS 1 week of sick timeEducational Assistance up to 2500yr401 k Retirement Program ST and LT Disability as well as FREE Life InsuranceNew attendance program where you can earn up to 4 ADDITIONAL DAYS OFFAt our center you will be making a difference in the lives of our residentsAt our center you will be able to grow your career At our center we provide support and resources At our center we offer ongoing training to learn and develop new skillsAt our center we offer attractive benefit plansPOSITION SUMMARY Under the supervision of the DON the Care Manager assumes responsibility and accountability for assigned core programs   Leadership is provided to all nursing staff through daily oversight of nursing care on the assigned units   Care Managers adhere to the standards of care manage the environment to maintain residentpatient safety and supervise the residentpatient care activities performed by RNs LPNs and Nursing Assistants   May act on behalf of the DON in herhis absence   Follows all Center policies and procedures and performs duties as defined by the State Nurse Practice Act   REPORTING RELATIONSHIPS Oversees all nursing staff of an assigned unit      ESSENTIAL FUNCTIONS 1       Supervisory Responsibilities                            Makes daily work assignments                            Directs the work of employees                            Schedules lunch and rest breaks                            Authorizes early departure from work                            Authorizes overtime                            Reassigns employees from one area to another area as facility needs dictate                            Prepares written evaluations of assigned employees                            Enforces facility policies with authority to issue Disciplinary Action Reports as needed                            Authority to suspend employees for rules violation                            Initials time records to authorize variances                            Interviews applicants that will be assigned to hisher area of responsibility                            Receives and handles employee complaints                            Participates in training programs and assists in orientation of new staff                            Review all daily physician Orders   check follow through                            Attends standup and reviews 24hour report                            On call as scheduled                            Assist with resolution of residentfamily concerns 2                       Responsible for over seeing assigned Center core programs3                       Complies with laws and regulations applicable to position and act in accordance with Center Health Services Inc   s Corporate Compliance Program4                       Treats all residents visitors and staff with courtesy5                       Attends and participates in inservice training performance improvement    PI    committees and other meetings as scheduled and directed6                       Follows facility dress and hygiene policies7                       Safety                            Knows and follows facility rules                            Demonstrates proper use of equipment   Reports equipment needs or repairs                            Follows facilitysmoking policies                            Reports and documents any incidents or accidents of residents staff or visitors to the appropriate facility personnel                            Reports all hazardous conditionsequipment to Supervisor                            Performs duties which may include transportation of residents as assigned in Facility Disaster Plan                            Uses required protective equipment                            Follows infection control standards policies and procedures8                       Resident Rights                            Knows Resident Rights   Helps the residentspatients exercise andor protect their rights                            Reports residentpatient complaints to management                            Maintains confidentiality of residentpatient information  Other Duties                             Participates in evening manager program as assigned                            Support and assist with Mentor and Greeting programs                            Participates in allhands dining                            Performs other duties as directed by facility management                            Participates in marketing events                            Works overtime holiday and weekend hours as scheduled  MINIMUM QUALIFICATIONS Education Possesses a current license to practice in the State as an RN  Experience At least one year of prior supervisory experience preferred   Prior experience working in a longterm care facility required  Skills Knowledge and Abilities Ability to relate positively effectively and appropriately with residents families community members volunteers and other facility staff   Possess special interest in and a positive attitude about working with longterm care residents and the elderly Ability to read write speak and understand English Meets all health requirements as required by law Knowledge of long term rules and regulations   Demonstrates basic computer knowledge and ability with an aptitude to learn company applications    Microsoft Office version 1997 2000 or XP MS Word MS Access MS Excel Email Outlook Internet Explorer    ENVIRONMENTAL AND PHYSICAL REQUIREMENTS The responsibilities of this position involve significant physical activities including standing lifting up to 60 pounds unassisted bending stooping pushing pulling and twisting   The tasks on this position description marked with an asterisk  are those that regularly require these physical activities   All employees of nursing homes may be required to provide lifting and transfer assistance to residents   Lifting andor transferring some residents will require use of a lifting device and or assistance of other staff
"
JD,Customer Success M_119455,"    Apply now Customer Success Manager  EMEA Salary circa 85k dep on exp Location UK  travel to Newton Le Willows and London Full time Our client is an international publicly listed software based in the UK It is undergoing an exciting level of rapid expansion as it seeks to dominate the Robotic Process Automation market around the globe Since its listing on the London Stock Exchange AIM market in early 2016 it has grown its customer base more than threefold with sales revenue employee headcount and other business metrics also growing at an exciting rate It is has offices in London USA Japan Australia and India Robotic Process Automation RPA uses software robots to automate routine tasks and business processes traditionally undertaken by people in low value and routinedriven roles Your Opportunity You will be responsible for elevating the customer experience within Blue Prism   s strategic accounts The primary goal is to ensure customers derive maximum business benefit from their Digital Workforce powered by Blue Prism   s Robotic Operating Model ROM in as short a time frame as possible by mobilising the services and resources required to support the removal of all potential roadblocks along the customer journey You will work closely with other Blue Prism teams and our Partners to drive success and strive to make each customer you work with a reference You will serve as the advocate of the customer to represent their needs with both their Partners and the internal entities of Blue Prism including Partner Management Customer Support Professional Services Product Development and Sales This role will warrant frequent discussions with customers and partners webinar presentations customer site visits on a need basis and periodic status reporting on milestone achievements Our Ideal Candidate   The ideal candidate will have experience of implementing large scale robotic process automation programs using a recognised Robotic Operating Model   Candidates with a strong projectprogram management and demonstrable consultative skills will also be considered   You will need to be a commercially astute team player who possesses excellent communication and customerrelationship skills  responsiveness sensitivity and diplomacy when managing stakeholder relationships across all levels in any organisation   Your problemsolving skills and technical aptitudes should allow you to adapt to new circumstances and learn quickly when facing new problems and challenges   You will be looked upon to set an example for good working procedures and practices Your Experience   Strong background working in Robotic Process Automation and leveraging a Robotic Operating Model ROM to orchestrate initiatives to improve business benefit at scale   Alternatively experience in program management or management consultancy with Fortune 500 clients for 5 years or more will be considered and full training on the ROM will be provided   Ability to strategically expand new opportunities within existing accounts   Superior customer facing skills and ability to establish executive level relationships   Extremely well organized with the capacity to travel in addition to managing multiple customers remotely   Flexibility to work in a rapidly changing complex environment   Proficiency in leading meetings and delivering presentations with excellent written and verbal communication skills   Great attitude with the ability to foster a fun productive working environment   Ability to be part of a team or equally driven to build the customer relationships alone Your Responsibilities You will be responsible for ensuring our customers success and satisfaction with our products and contributing to their longterm loyalty You will work closely with the Sales organisation Partners Support team Professional Services and Product Management to ensure that Blue Prism is delivering overall superior service and support to our customers Additional responsibilities include but are not limited to the following   Identify upsell and growth opportunities and collaborate with sales teams to ensure growth attainment   Develop a trusted relationship with customer representatives at all levels such that all activities are closely aligned with the customers business case and business strategy allowing the full potential of their Blue Prism Digital Workforce to be realized   Utilise your experience of deploying RPA at scale to identify where improvements can be made to the customer   s capability and ROM   Have the knowledge and relationships of all Blue Prism internal teams and Partners including training partners to be able to determine and mobilise the optimal resource for each improvement activity   Be sufficiently knowledgeable of the product roadmap forthcoming product enhancements the Technical Alliance Partners and Delivery partners    usage of complementary technology to be able to crisply articulate the headlines to customers and help them understand how they could benefit from deploying them   Coordinate the introductions and where appropriate the mobilisation of teamsresources required to support additional use of the Blue Prism product and the complementary technologies   Track all milestones related to Customer Success activities such that the overall progress of each priority customers RPA program can be closely monitored   Measure each customer   s progress against industry standard benchmarks and report on progress to the Customer and the Blue Prism executive   Share customer success reports and customer use cases with the Executive sponsors and Blue Prism   s Customer Experience team   Identify potential case study material from customer success stories and liaise with marketing to get the ball rolling   Monitor the likelihood of customers renewing their current contract and work with the Account Manager to instigate remedial action where required 
"
JD,Medical Case Manag_42509,"   SUMMARY Provides technical nursing care to family Service clients and their children   Will assists with wellness care for all clients who may include drug drops TB testing etc This role will also perform case management services to the family team clients in regard to medical linkage   ESSENTIAL DUTIES AND RESPONSIBILITIES  Case Managemento     Provides quality substance useabuse and intervention services to clients in Amethyst   s transitional housing Shelter Plus Care and intensive outpatient programs on an individual family and group basis Provides educational services to clients as requested  o     Reviews intake and assessment materials of each family  o     Able to review and explain developmental assessments to families      Ages and Stages     o     Assists with the caseload of other case managers during emergencies illness and vacations and assists others with group upon request  o     Transports clients and provides support at meetings with outside agencies doctor appointments court appearances and other appropriate  o     Identifies and documents patientfamily objectivesubjective data and family data and observations   Reports pertinent findings to staff responsible for directing the patient   s care     o     Acts as patientfamily advocate  o     Serves as liaison for Amethyst clients families and the Amethyst treatment team   Available for client meetings court appearances with clients and meetings with school personnel  o     Assists in developing and implementing programming for women children andor families which includes facilitating curriculumrelated educational groups to the fidelity of the model  o     Collaborates with Family Services team and families to develop and implement integrated treatment plans Plan to include direct input from clients identified goals and implementation plan and methods to assess and monitor service delivery  o     Maintains productivity standards as determined by the agency  Medical Functiono     Follows the plan of care appropriate to the developmental level of the patiento     Collaborates with the Doctor   s and Nurse Practitioner directing the patient   s care regarding appropriate tasksnursing interventionso     Implements nursing interventions according to established standards demonstrating competence in specified nursing careo     Administers and documents all medications by all routes ie oral subcutaneous intramuscular intradermal transdermal rectal and aerosol utilizing the five rights and all other related safety recommendations o     Administer drug drops TB tests and any other medical testing requested by Nurse Practitionaro     Communicates and documents patient response to careDocumentationo     Prepares all required case management documentation in a timely manner to include forwarding of applicable correspondence to collateral contacts such as FCCS FCDJFS CMHA ODMH other Mental Health Agencies the court system and probation officers in accordance with agency guidelineso     Maintains well organized confidential case records and completes progress notes daily  o     Participates in Amethyst Quality Improvement activities as requested Conducts peer reviews according to agency policy and maintains client records in compliance with all Quality Assurance ODADAS ADAMH ODMH and agency guidelines  o     Provides input into revision of plan and care based upon data collected and identified patientfamily needs   MeetingsTrainingo     Participates in individual and group client supervision and attends all required meetings including Case Management Meetings Treatment Team Meetings interventions and other meetings as requested  o     Remains knowledgeable regarding new developments and treatment strategies in the field through attendance at meetings seminars and industry researchExperience Competencies and Education  o     BABS degree in Nursing Requiredo     Hold and maintain relevant Registered Nurse licensure o     12 years experience working with people families coping with addiction mental health and family system problems Experience with child welfare highly preferredo     12 years experience with prevention knowledge of child development crisis intervention homelessness and persons in recovery   Prevention credentials highly desiredo     Knowledge of social service system requiredo     Background in conducting education groups requiredo     Demonstrated knowledge and skills in areas of Engagement and Motivational Interviewingo     Experience working as part of a team intervention program    Other Certificates and  Li censuresA valid Ohio Driver   s License and proof of individual automobile insurance is required in addition to a driving record that is in compliance with Amethyst Inc policies RN CPR and first aid certification is required    
"
JD,Quality Engineer L_28960,"   Client in NYC seeking a Quality Engineer Lead  ResponsibilityDesign and implement automated tests based on teh agreedupon acceptance criteria    Setup the execution of automated tests as needed via Continuous Integration toolsReview the results of automated tests and take appropriate actionEnsure that any areas not covered by automated tests are validated via alternate mechanismsGenerating and communicating test reports adn metrics out to stakeholdersReview unit test coverage implemented by engineers so as to inform QE test strategyRequirementsStrong knowledge of MDM concepts supporting processes and test strategy   Knowledge of STIBO MDM good to haveProven experience testing data transformations and migrations utilizing REST services database queries and automated frameworksStrong knowledge of REST servicesActive participation in determining acceptance criteria of new features as well as changesDetermine appropriate test strategy for changesDetermine impact to test suite  need for new tests maintenance to current tests etcDetermine test data requirements for new testsExpereicne with Acceptance Driven Development ATDD or Behavior Driven Development BDD approaches to developing and testing softwareExperience with CucumberGherkin langurage to specify scenarios or alternate tools in the same space such as Behat Watir etcHigh level of expertise with Java programming as applied to implementing autoamted tests with REST services Selenium DatabasesetcFamiliar with relational databases eg Oracle MySQL etc as well as NoSQL databases eg MongoDB Cassandra etc
"
JD,Senior Accountant_147239,"    This position is responsible for the monthly preparation of financial statements by applying GAAP and Company accounting policies Individual will analyze financial statement trends and variances and effectively communicate business drivers of the variances    PRINCIPAL RESPONSIBILITIES  Other duties may be assigned      Monthend close compiles and analyzes financial information to prepare journal entries and accruals to general ledger accounts   Analyzes financial statement fluctuations and prepares variance explanations for month end      Prepares variance explanations of the business drivers causing the fluctuations for the balance sheet and profit and loss statements for quarterly reviews and annual audit by external auditors      Reconciles and analyzes Balance Sheet accounts to source data and systems to ensure all transactions have been accurately recorded   Researches and resolves any issues identified in timely manner      Prepares audit schedules and provides internal and external auditors with information to comply with SarbanesOxley and quarterly and annual audit requirements   KNOWLEDGE AND REQUIREMENTS      Strong Analytical and organizational skills       Ability to analyze data and use professional judgment in decision making      Ability to multitask and work well in a high pressure dynamic environment       Ability to meet deadlines      Team player      Fast learner and adaptable to change 
"
JD,Senior Menswear De_80046,"    Apply now An opportunity for a Senior Designer to join the Design Department of a British Fashion Retailer As a Senior Designer you will be part of the menswear team reporting directrly to the Menswear Design Director working across Leather Responsibilities  Collaborating with the Menswear Design Director to design and develop aspirational and appealing collections owning the whole process from conception to production  Undertake trend research and visiting trade show with the team  Sourcing and placing sample orders of raw materials  Issuing of all styles with specs swatches layouts with product development  Supervision of correctionsto samples through productin  Review of line with administration team as well as sales  Presenting to Directors for Signoff of cencept and colour  Building relationships with suppliers and attending regular meetings  Supervising corrections for samples through production including approval of colours fabrics washes and bulk production files  Lead Motivate  Develop the leather team  Reviewing the collections with the Directors and Merchandising team  Building strong relationships with suppliers The ideal candidate  A strong commercial background working from conception through to prodcution at an established Designer or Designer level in Leather  Degree in Fashopm Design with specialist focus on Leather preferable  Ability to work with Merchanidseing Sales and Production  A natural at building relationships internally nd externally at all levels  Proven experience working with technical teams to fit all samples through to production  Strong commercial awareness and ability to design to price point  An entrepeneurial spirit always striving to do better  Confident drawing by hand but also proficient with illustrator 
"
JD,Quality Analyst Tr_73517,"   Job Description    Send me Jobs like this Job Description We are looking for Quality Analyst Transcribers with excellent listening skills to transcribe audio related to Science and Business subjects and also quality check the transcripts You will be working on varied assignments and projects The range of assignments will also expose you to vast diverse and interesting subjects This position requires the Quality analyst to also handle considerable amount of actual transcription along with QA of transcripts with clientready quality in all transcripts Key responsibilities Transcribe audio files and ensure that the final transcript meets the quality standards set by Crimson Interactive Ensure timely delivery Skills required Good online research and information verification skills At least four to five years experience in Transcription is required with experience in an independent QA position Good communication and time management skills Client focus Ontime delivery and very high quality Preferred Skills Proofreading Skills Good typing speed Attention to detail A general knowledge base on diverse subjects Salary Not Disclosed by Recruiter Industry Recruitment  Staffing Functional Area ITES  BPO  KPO  LPO  Customer Service  Operations Role CategoryQuality RoleQuality AssuranceQuality Control Executive Keyskills transcription verification audio online research good typing speed skills quality analyst time management skills attention to detail qa Desired Candidate Profile Education UG BTechBE PGPost Graduation Not Required DoctorateAny Doctorate  Any Specialization Doctorate Not Required Please refer to the Job description above Company Profile First Recruits We are a small and growing Manpower Placement Consultants we specialize in recruiting candidates across various verticals Our core competencies include recruiting for Download PPT Photo 1    View Contact Details
"
JD,Sr Exec Asst Mgr_70803,"   Job Description    Send me Jobs like this Key Responsibilities 1 Service Revenues 2 Project Management 3 Customer Satisfaction 4 WD management Job Description 1 To provide Service Support to Branch 2 Service Support to Customer  large wholesales dealer network 3 Generate and manage Service Contracts 4 Development of service revenue 5 Responsible for Service support in Project orders 6 Identify and develop service contractors Salary Not Disclosed by Recruiter Industry Consumer Electronics  Appliances  Durables Functional Area ITES  BPO  KPO  LPO  Customer Service  Operations Role CategoryVoice RoleAssistant ManagerManagerTechnical Desired Candidate Profile Education UG Any Graduate PGAny Postgraduate DoctorateAny Doctorate  Any Specialization Doctorate Not Required Please refer to the Job description above Company Profile Godrej Industries Ltd Godrej Industries Ltd Download PPT Photo 1    View Contact Details
"
JD,CRM Executive_93511,"    Apply now Brand new position has become available for our leading Colchester based client for an experienced CRM Executive As CRM Executive you must have a strong understanding of CRM systems ideally Salesforce but must be an expert on Excel In your role as CRM Executive you will be linking your knowledge and all the sales information gathered to help with linking the sales and operation teams with information to help them in potentially getting further sales The Role Support the adoption of Salesforce CRM system and Sales Excellence pipeline processSupports the set up and management of regional Sales eventsProvides customer support researching and responding to customer questions concerns and requests for information in a timely and accurate mannerAttend International Events to support sales team when relevantManage and update Salesforce CRM and associated Sales order processing tools ESOP ASOP ISOP with sales contracts and products information through sales processActively looking at Salesforce to observe usage movement of Sales opportunities and keeping Sales leadership informedServe as Subject Matter Experts SME on Salesforce business process for sales teamsProviding the forms text for sales stand upsells promo opportunities catalogue publishing events stand sharing forms for the online customer toolsSupports the Sales teams to administer and service in house customer support issues for sales staffAssist with administrative activities including scheduling meetings preparing regular forecasting preparing presentations for budget and strategy meetings The Person Knowledge of Salesforce a preference google analyticsVery strong Excel skills CSV Pivot Table Vlook upExperience of data analysis and manipulationKnowledge of digital platforms a preference google analyticsExperience with Salesforce CRM desirableAbility to proactively handle and respond to customer objectionsInterpersonal skills confident personality high level of enthusiasm Benefits to you Salary   23k plus company benefits some listed below25 days holiday per yearFurther training and development opportunitiesPositive working environmentSeason ticket loanPension and Life assuranceChildcare and eyecare vouchersShare save scheme Cycle to work scheme and Talent spotter scheme to name a few If you have not heard back from us within 10 days your application has been unsuccessful 
"
JD,Store Manager_140862,"     TMX Finance   n n Store Manager   n Earn 25K to 45K   n Gainesville Georgia   n n Start Making Real Money   n TMX Finance is one of the largest fastest growing and most profitable consumer specialty finance companies in the United States Our family of brands which includes TitleMax TitleBucks and EquityAuto Loan has grown to over 700 stores across the United States The rapid growth of the company has created a wealth of career opportunities in our store locations If you are looking for a dynamic career with significant earning potential worktolife balance NO SUNDAYS and tremendous advancement opportunities youve come to the right place   n n Position Summary   nThe Store Manager will provide leadership and guidance to all store employees as directed by the General Manager This person should encourage store growth and increase profitability by building customer relationships competitively appraising vehicles and collecting on past due accounts n n TMX Finance offers a competitive benefits package which includes    Competitive base salary with monthly bonus structure  Group Healthcare Plan  401k with matching company contribution  Flexible Spending Account  Paid Time Off  Closed on Sundays  Company training  Accelerated career advancement   n Essential Duties and Responsibilities    Drive sales and customer retention by performing customer transactions with the highest level of integrity and maintaining customer files in accordance with company policies and procedures  Ability to work store hours of operation including Saturdays  NEVER WORK A SUNDAY AGAIN   Increase store profitability through customer relationship development community involvement marketing and building new business sources  Determine andor approve loan values based off of a comprehensive vehicle appraisal  Make daily bank deposits accept customer payments process vehicle liens and comply with all applicable consumer and privacy laws  Effectively mentor and assist with employee training development and retention  Manage customer accounts and ensure that payments are made in a timely manner   n Specific knowledge skills and abilities    Four year high school degree or equivalent required  Leadership experience preferred  Retail sales or finance experience required  Proficiency in Microsoft Office Suite required  Ability to work in a highenergy team environment  Strong written and verbal communication skills   n Minimum Required Qualifications    Credit and criminal background check required to include MVR  Valid drivers license and car insurance  Must be at least 19 years of age  Use of personal vehicle required   n TitleMax is an Equal Opportunity Employer 
"
JD,Linux Engineer_25442,"   SDE  Linux Dev EngineerOur client is a stealthmode Silicon Valley company pioneering softwaredefined cybersecurity solutions The Company is leading the paradigm shift away from fragmented and rigid security halfmeasures toward a unified and adaptive security framework Do you want to help completely change the networking and security paradigm for the Enterprise Cloud and WAN Do you want to work on cuttingedge technology in fastpaced and high growth startup environment Do you want to have a major impact on the future of cybersecurity If so join this team today  Location  Santa Clara CAStart Date ASAPAvailable Positions 2Levels Intermediate or SeniorRateSalary DOE  Must have                  2 years of experience with Linux drivers                 Must technically proficient in C and C                 Experience with Networking stack                 Experience in Agile methodologies                 Experience with GIT  Preferred                  Experience in Network Performance and Scalability                 Familiarity with BASHOpen to Fulltime preferred or contractor candidates
"
JD,International Digi_93851,"    Apply now International Digital Media Sales Executive  Graduate SchemeA Times Top 100 global Media Group is currently looking for 5 trainee Sales Executives to join their team An exceptional opportunity to join a true market leader in the online adverting technology sector With offices across the world they service international broadcasters and advertisers across TV web and mobile platforms including BBC Channel 4 Sky Virgin Media UKTV Nike Orange Disney Microsoft Canal etc You will be tasked with driving new business and growing accounts The company has a very fun sociable environment providing employees with fun day Fridays lunch clubs holidays iPhone etcThe RoleThe training you will undergo involves a month at their head offices in New York Here you will receive a fantastic training scheme to help you perform As a member of our sales team you will be required to support the sales effort via administration presentation development lead generation outbound calls and client facing meetings This challenging role would suit a recent Graduate with a strong interest in Sales who is able to prospect for new business identify and qualify sales leads  enquiries and open new client accountsLocation City LondonSalary   22000    23000 OTE   40k PLUS BENEFITSYour Profile Come from a top 50 university with a 21 or above Overachieved on the sporting field throughout University or in academics A genuine drive and passion for success Natural communication skills both on the phone and in person Come from a sales background or show the ability and interest in moving into a fast paced sales role Great rapport and networkbuilding skills and are not afraid to get on the phone talking to clients Have had a real drive to take their career and earning potential into their own hands If you are excited by this opportunity and you meet the criteria then we want to hear from you now PBuchanan Search have a variety of graduate roles on at present   20k  25k for candidates with 0  2 years experience so if this is one is not suitable please call me to discuss other exciting opportunities which you can apply for 
"
JD,Head Analytics H_61610,"   Job Description    Send me Jobs like this Head Analytic  Home Equity Job Description   You will be responsible for doing analysis of the Home Equity LAP and HL portfolio for any business related decision making  You will be incharge of assembling all required data and disseminating business MIS to all stakeholders  You will be designing and preparing business review presentations for Senior Management  You will be required to do adhoc analysis from time to time using data from multiple sources  You will be the central point of contact for a number of monthend related activities like payouts branch MIS employee contests etc Salary Not Disclosed by Recruiter Industry Accounting  Finance Functional Area Analytics  Business Intelligence Role CategorySenior Management RoleHeadVPGM  Analytics  BI Keyskills Analysis Senior Management Analytics Head Analytics Financial Analysis Desired Candidate Profile Education UG Any Graduate  Any Specialization PGAny Postgraduate  Any Specialization Post Graduation Not Required DoctorateDoctorate Not Required    Company Profile Impeccable HR Consulting Pvt ltd Client of Impeccable HR Consulting Pvt ltd Download PPT Photo 1    View Contact Details
"
JD,UI designer_59557,"   Job Description    Send me Jobs like this Minimum 2 years fulltime experience Highly proficient in Adobe Suite Dreamweaver Photoshop  Illustrator  bootstrap framework and working knowledge of JavaScripts Ability to hand code HTML  CSS and manage browser  device compatibility Experience with designing responsive website landing page and email campaigns Exceptional creativity passion for elegant design and attention to detail Solid understanding of layout typography hierarchy color theory patterns and other design principles Ability to visually communicate complex concepts using graphics diagrams and other visuals Salary Not Disclosed by Recruiter Industry ITSoftware  Software Services Functional Area IT Software  Telecom Software Role CategoryProgramming  Design RoleGraphicWeb Designer Desired Candidate Profile Education UG BTechBE PGMTech DoctorateAny Doctorate  Any Specialization Doctorate Not Required Please refer to the Job description above Company Profile Globus IT Inc Globus IT Inc Download PPT Photo 1    View Contact Details
"
JD,Trainee Recruitmen_99242,"    Apply now Trainee Recruitment Consultant  Immediate Start Dates throughout April  Are you looking for an exciting commissionbased sales role Do you want to take your earnings into your own hands Does the fastpaced Technology and Digital Media industry sound appealing Do you want to work with other ambitious people and receive awardwinning sales training We are currently recruiting driven and determined Graduates or 2nd jobbers who would love to start a career in Technology Media and Recruitment Trainee Recruitment Consultant  TechnologyDigital Media The starting salary is   22000 per year plus commission which you will be able to earn in your first month Your expected first year OTE is in excess of   50000 and within 3 years   100k plus You will receive excellent sales training from day one and have the chance to work alongside similar ambitious people in spectacular offices in the City of London This company works with wellknown consumer magazines business magazines digital brands TV adverts and payperclick online adverts They are looking for bright confident articulate tenacious and competitive highcalibre Graduates with excellent communication skills Sales experience is not essential for this role as you will receive extensive training which will guide you through all aspects of a commercial Media Sales role Trainee Recruitment Consultant TechnologyDigital Media Recruitment Graduate Trainee Requirements You must be able to demonstrate a true desire to work in the Technology and Sales industry and be keen to obtain a track record of success and achievementShow that youre resilient numerate enthusiastic and have excellent communication skillsYou dont have to be Graduate but if not you must be able to demonstrate that you have some commercial or B2B sales experience as a 2nd Jobber Sales Directors within this company began their careers as Junior and Trainee Recruitment Consultants and the next generation are now being sought These are urgent opportunities so if you are interested please apply ASAP and we will be in touch to discuss your application straight away ESG Recruitment have over 20 years of experience in placing Graduates 2nd jobbers and experienced Sales and Recruitment professionals into top tier Recruitment and Sales firms operating at the highest level in the most specialised and lucrative sectors of Recruitment Consultancy 
"
JD,Telephone Account_92821,"    Apply now Telephone Account Manager French Seeking a bright passionate native French speaker who thrives in fast paced dynamic working environments In this role you will manage grow and retain a designated customer base through effective account management and excellent customer service You will also be required to call new business prospects and book in telephone appointments so b2b experience and a target driven individual is desired If you have a passion for property and want to work for an international organisation  then this role is for you Please note that this role is for someone who has a great attitude team spirit and is passionate about delivering great Account Management and Customer Service About the role Proactively contact existing customers to establish and build relationships Expected to overachieve revenue targets set by the Account Manager Team Leader Develop a pipeline by prospecting new French clients and booking appointments for the Business Development Manager to contact Be able to quickly identify and influence key decision makers Seek to understand clients business needs and provide overseas advertising solutions to meet those needs Present products and services in professional manner Be comfortable dealing with objections and presenting alternative ways forward Accurately record all client and prospect activity You will occasionally work flexible hours About you Have excellent organisational skills with the ability to deliver personal work objectives whilst taking a proactive approach to work Have the ability to manage competing demands arising from internal and external relationships Have excellent verbal and written communication skills You are already competent in using a Microsoft Office products particularly Word Excel and PowerPoint and learning company systems will not be a problem for you training is provided for company systems If you feel like you are ready for a challenge and want to work for a company that focuses on a cohesive environment dynamic and fastpaced where no limit is high enough then please get in touch This is a great opportunity to get global exposure property knowledge as well as great incentive schemes including OTE cycle to work scheme plus many more benefits If you feel that you meet the above criteria and would like to be considered for this role Please call Carolina on 44 0 or send your CV in word format to Thank you for applying to Euro London Appointments the UKs largest independent language consultancy We aim to respond as promptly as possible to your application however due to the high level of CVs we receive we are only able to respond to applicants whose profile matches our Clients requirements Please note that we can only accept applications from candidates in possession of a valid UK work permit To enquire about other vacancies please visit our website at wwweurolondoncom 
